Q.No.,Date,Text,Asking Member,Addressed Ministry
5770,02-Feb-2023,Gas Pipeline Projects,Manoj Kumar Tiwari,PETROLEUM AND NATURAL GAS
5771,02-Feb-2023,Polavaram Irrigation Project,Geetha Viswanath Vanga,JAL SHAKTI
5772,02-Feb-2023,Pollution of Water Bodies,Abdul Khaleque,JAL SHAKTI
5773,02-Feb-2023,Forestry Interventions under Namami Gange Programme,"Ramesh Chander Kaushik
Locket Chatterjee",JAL SHAKTI
5774,02-Feb-2023,Hydro Power Projects in Himalayan Region,Asaduddin Owaisi,POWER
5775,02-Feb-2023,AMRUT Scheme in Kerala,Adoor Prakash,HOUSING AND URBAN AFFAIRS
5776,02-Feb-2023,Targets under AMRUT Scheme,Brijendra Singh,HOUSING AND URBAN AFFAIRS
5777,02-Feb-2023,Conversion of NHs into Four and Six Lane,"Ravi Kishan Shukla
Ravindra Kushawaha",ROAD TRANSPORT AND HIGHWAYS
5778,02-Feb-2023,Upgradation of SHs into NHs,Bhagirath Chaudhary,ROAD TRANSPORT AND HIGHWAYS
5779,02-Feb-2023,Preferences under PMUY,"Vinayak Bhaurao Raut
Kalaben Mohanbhai Delkar",PETROLEUM AND NATURAL GAS
5780,02-Feb-2023,Cultivable Area under PMKSY,Poonamben Hematbhai Maadam,JAL SHAKTI
5781,02-Feb-2023,Flight Disruptions due to Fog,Gopal Jee Thakur,CIVIL AVIATION
5782,02-Feb-2023,Implementation of PM-KUSUM,Vishnu Dutt Sharma,NEW AND RENEWABLE ENERGY
5783,02-Feb-2023,Implementation of Jal Jeevan Mission,"Arvind Ganpat Sawant
Omprakash Bhupalsinh alias Pawan Rajenimbalkar",JAL SHAKTI
5784,02-Feb-2023,Road Accidents,"Raja Amareshwara Naik
Rajveer (Raju Bhaiya) Singh
Vinod Kumar Sonkar
Sukanta Majumdar
Bhola Singh",ROAD TRANSPORT AND HIGHWAYS
5785,02-Feb-2023,Greenfield Economic Corridor,Dean Kuriakose,ROAD TRANSPORT AND HIGHWAYS
5786,02-Feb-2023,Vishesh Abhiyan-2,"Anil Firojiya
Dipsinh Shankarsinh Rathod",POWER
5787,02-Feb-2023,Availability of Ambulances at Toll Plazas,"Ajay Kumar Mandal
Ramesh Chander Kaushik
Locket Chatterjee
Sunil Kumar Pintu",ROAD TRANSPORT AND HIGHWAYS
5788,02-Feb-2023,Supply and Availability of Petroleum Products,"Girish Bhalchandra Bapat
Chandra Sekhar Sahu
Pritam Gopinath Munde
Rahul Ramesh Shewale",PETROLEUM AND NATURAL GAS
5789,02-Feb-2023,Growing Demand for Electric Vehicles,"Parbatbhai Savabhai Patel
Pradeep Kumar Singh
Pratap Chandra Sarangi",POWER
5790,02-Feb-2023,Purchase of Clean Energy Vehicles,Bharatiben Dhirubhai Shyal,ROAD TRANSPORT AND HIGHWAYS
5791,02-Feb-2023,Increase in Domestic Air Traffic,Manoj Kishorbhai Kotak,CIVIL AVIATION
5792,02-Feb-2023,Ongoing Power Projects in Maharashtra,Amol Ramsing Kolhe,POWER
5793,02-Feb-2023,Affordable Rental Housing Complexes,"Sanjay Sadashivrao Mandlik
Sambhajirao Mane Dhairyasheel
Sudheer Gupta
Bidyut Baran Mahato
Shrirang Appa Barne
Prataprao Jadhav","MICRO,SMALL AND MEDIUM ENTERPRISES"
5794,02-Feb-2023,Exploration of Oil and Natural Gas,Manoj Kumar Tiwari,PETROLEUM AND NATURAL GAS
5795,02-Feb-2023,Vizag Metro Project,"M V V Satyanarayana
Beesetti Venkata Satyavathi",HOUSING AND URBAN AFFAIRS
5796,02-Feb-2023,Routes under UDAN Scheme,"Sangamlal Kadedin Gupta
Brijbhushan Sharan Singh
P.P. Chaudhary
Pratap Chandra Sarangi
Ramapati Ram Tripathi",CIVIL AVIATION
5797,02-Feb-2023,Development of Multi-Modal Logistics Parks,Shashi Tharoor,ROAD TRANSPORT AND HIGHWAYS
5798,02-Feb-2023,Har Ghar Jal Yojana,Ramya Haridas,JAL SHAKTI
5799,02-Feb-2023,Closed MSMEs,Gautham Sigamani Pon,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5800,02-Feb-2023,National Thermal Power Corporation,"Anto Antony
Adoor Prakash
Sougata Ray",POWER
5801,02-Feb-2023,Inter-linking of Rivers,"Devji Mansingram Patel
Sudhakar Tukaram Shrangre
Prathap Simha
Sanganna Amarappa Karadi
Ranjeetsingh Naik Nimbalkar",JAL SHAKTI
5802,02-Feb-2023,Cultivable Area under PMKSY,"Heena Vijaykumar Gavit
Rita Bahuguna Joshi
Sujay Radhakrishna Vikhepatil
Unmesh Bhaiyyasaheb Patil
Shrikant Eknath Shinde
Krishna Pal Singh Yadav",JAL SHAKTI
5803,02-Feb-2023,Non-payment of Scholarships,S. Gnanathiraviam,MINORITY AFFAIRS
5804,02-Feb-2023,Disaster-Resilient Infrastructure,"S. Jagathrakshakan
Diya Kumari",HOUSING AND URBAN AFFAIRS
5805,02-Feb-2023,Wind Energy Plants,"Khagen Murmu
Ravindra Kushawaha
Mahabali Singh",NEW AND RENEWABLE ENERGY
5806,02-Feb-2023,Domestic Flights under UDAN Scheme,"Ajay Kumar Mandal
DNV Senthilkumar. S.
Locket Chatterjee
Jugal Kishore Sharma
Sunil Kumar Pintu
Sunil Dattatray Tatkare
Geeta Kora",CIVIL AVIATION
5807,02-Feb-2023,Gram Ujala Scheme,Sukhbir Singh Jaunapuria,POWER
5808,02-Feb-2023,Construction of Dams in Himachal Pradesh,Rattan Lal Kataria,JAL SHAKTI
5809,02-Feb-2023,National Highways,Kalyan Banerjee,ROAD TRANSPORT AND HIGHWAYS
5810,02-Feb-2023,Loss to Aviation Industry,Anumula Revanth Reddy,CIVIL AVIATION
5811,02-Feb-2023,Grievance Redressal System,Poonamben Hematbhai Maadam,CIVIL AVIATION
5812,02-Feb-2023,Ethanol Production,"V. Kalanidhi
Kripanath Mallah",PETROLEUM AND NATURAL GAS
5813,02-Feb-2023,Non-payment of Scholarships,S. Gnanathiraviam,MINORITY AFFAIRS
5814,02-Feb-2023,World Bank Funding for Schemes related to Minorities,Mimi Chakraborty,MINORITY AFFAIRS
5815,02-Feb-2023,Details of Petrol Pumps/Gas Agencies,Gajanan Chandrakant Kirtikar,PETROLEUM AND NATURAL GAS
5816,02-Feb-2023,Import of Natural Gas,Kanakmal Katara,PETROLEUM AND NATURAL GAS
5817,02-Feb-2023,Land Compensation for Airports,E. T. Mohammed Basheer,CIVIL AVIATION
5818,02-Feb-2023,Construction of Toilets under SBM-U 2.0,Bholanath (B.P. Saroj),HOUSING AND URBAN AFFAIRS
5819,02-Feb-2023,Setting up of Airport at Ramnad,Kani K. Navas,CIVIL AVIATION
5820,02-Feb-2023,National Policy on Bio-fuels,Guman Singh Damor,PETROLEUM AND NATURAL GAS
5821,02-Feb-2023,MRO Policy,Rajiv Pratap Rudy,CIVIL AVIATION
5822,02-Feb-2023,Facial Recognition Technology,Feroze Varun Gandhi,CIVIL AVIATION
5823,02-Feb-2023,Dealer Commission,Rajmohan Unnithan,PETROLEUM AND NATURAL GAS
5824,02-Feb-2023,Pothireddypadu Head Regulator Expansion Project,Uttam Kumar Nalamada Reddy,JAL SHAKTI
5825,02-Feb-2023,Research Institute for Green Fuels,Mahabali Singh,PETROLEUM AND NATURAL GAS
5826,02-Feb-2023,Waste to Energy Projects,M. Selvaraj,NEW AND RENEWABLE ENERGY
5827,02-Feb-2023,Upgradation of NH Projects,Rajendra Dhedya Gavit,ROAD TRANSPORT AND HIGHWAYS
5828,02-Feb-2023,Initiatives to Check Airfare,Thomas Chazhikadan,CIVIL AVIATION
5829,02-Feb-2023,Fuel Cost vs Operating Cost,Naranbhai Bhikhabhai Kachhadiya,CIVIL AVIATION
5830,02-Feb-2023,Shortage of AMEs,Manish Tewari,CIVIL AVIATION
5831,02-Feb-2023,Flights for Pilgrims,Achyutananda Samanta,CIVIL AVIATION
5832,02-Feb-2023,Tap Water Connections under JJM,N.K. Premachandran,JAL SHAKTI
5833,02-Feb-2023,Setting up of New Solar Parks,Sangeeta Azad,NEW AND RENEWABLE ENERGY
5834,02-Feb-2023,Outer Ring Road in Hyderabad,Nama Nageswara Rao,ROAD TRANSPORT AND HIGHWAYS
5835,02-Feb-2023,Maintenance of National Highways,"Sumedhanand Saraswati
Ranjeeta Koli
Manoj Rajoria",ROAD TRANSPORT AND HIGHWAYS
5836,02-Feb-2023,Ambedkar Young Entrepreneur League,D. Ravikumar,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5837,02-Feb-2023,Targets under PMAY,Anubhav Mohanty,HOUSING AND URBAN AFFAIRS
5838,02-Feb-2023,Air Connectivity to Bhagalpur,Giridhari Yadav,CIVIL AVIATION
5839,02-Feb-2023,Facilities at Rourkela Airport,Bhartruhari Mahtab,CIVIL AVIATION
5840,02-Feb-2023,National Highways in Bihar,Ajay Nishad,ROAD TRANSPORT AND HIGHWAYS
5841,02-Feb-2023,Vehicle Location Tracking Device,Uday Pratap Singh,ROAD TRANSPORT AND HIGHWAYS
5842,02-Feb-2023,Growth of Aviation Sector,Dileshwar Kamait,CIVIL AVIATION
5843,02-Feb-2023,National Mission for Clean Ganga,Dinesh Chandra Yadav,JAL SHAKTI
5844,02-Feb-2023,Technical Snags,Balubhau (Alias Suresh Narayan) Dhanorkar,CIVIL AVIATION
5845,02-Feb-2023,IHHLs in Maharashtra,Rajan Baburao Vichare,JAL SHAKTI
5846,02-Feb-2023,Price of Raw Materials for MSMEs,Thirumaa Valavan Thol,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5847,02-Feb-2023,Shortage of Pilots,Nusrat Jahan Ruhi,CIVIL AVIATION
5848,02-Feb-2023,Pending NH Projects in Uttar Pradesh,Girish Chandra,ROAD TRANSPORT AND HIGHWAYS
5849,02-Feb-2023,Airports in Telangana,"Kavitha Malothu
Venkatesh Netha Borlakunta
Gaddam Ranjith Reddy",CIVIL AVIATION
5850,02-Feb-2023,Road Safety,Hemant Tukaram Godse,ROAD TRANSPORT AND HIGHWAYS
5851,02-Feb-2023,Green Window Programme for Green Energy,Nihal Chand Chauhan,POWER
5852,02-Feb-2023,Development of Smart Cities,Haji Fazlur Rehman,HOUSING AND URBAN AFFAIRS
5853,02-Feb-2023,National Mission for Clean Ganga,Dinesh Chandra Yadav,JAL SHAKTI
5854,02-Feb-2023,New and Renewable Energy Schemes,"Sanjay Haribhau Jadhav
Kalaben Mohanbhai Delkar",NEW AND RENEWABLE ENERGY
5855,02-Feb-2023,Achievements of RCS-UDAN,"Dhanush M Kumar
C.N. Annadurai
Manjulata Mandal",CIVIL AVIATION
5856,02-Feb-2023,Accidents due to LPG Cylinders,"Kunwar Danish Ali
Janardan Singh Sigriwal",PETROLEUM AND NATURAL GAS
5857,02-Feb-2023,Construction of NHs in UP,Ghanshyam Singh Lodhi,ROAD TRANSPORT AND HIGHWAYS
5858,02-Feb-2023,Effectiveness of Namami Gange Programme,Vincent H Pala,JAL SHAKTI
5859,02-Feb-2023,Lapses found by DGCA,Ramdas Chandrabhanji Tadas,CIVIL AVIATION
5860,02-Feb-2023,Beneficiaries under PMAY,Magunta Sreenivasulu Reddy,HOUSING AND URBAN AFFAIRS
5861,02-Feb-2023,Reservoirs in Ladakh,Jamyang Tsering Namgyal,JAL SHAKTI
5862,02-Feb-2023,Greenfield Airport at Hirasar,Mohanbhai Kalyanji Kundariya,CIVIL AVIATION
5863,02-Feb-2023,Policy of Biomass utilization for Power Generation,Sunita Duggal,POWER
5864,02-Feb-2023,Central Road and Infrastructure Fund (CRIF),Rajendra Agrawal,ROAD TRANSPORT AND HIGHWAYS
5865,02-Feb-2023,Public Procurement Policy,Ravneet Singh,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5866,02-Feb-2023,Road Projects in Haryana,Dharambir Singh,ROAD TRANSPORT AND HIGHWAYS
5867,02-Feb-2023,Sewer Connection in Delhi,Parvesh Sahib Singh,JAL SHAKTI
5868,02-Feb-2023,Community Initiative for Rain water Harvesting,"Adala Prabhakara Reddy
Kuruva Gorantla Madhav",JAL SHAKTI
5869,02-Feb-2023,Development of Solar City,"Bhavana Gawali (Patil)
Krupal Balaji Tumane",NEW AND RENEWABLE ENERGY
5870,02-Feb-2023,Redevelopment of Colonies,Upendra Singh Rawat,HOUSING AND URBAN AFFAIRS
5871,02-Feb-2023,Small and Cottage Industries,K. Shanmuga Sundaram,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5872,02-Feb-2023,Import of Oil,Saptagiri Sankar Ulaka,PETROLEUM AND NATURAL GAS
5873,02-Feb-2023,JJM in Uttar Pradesh,Bhola Singh,JAL SHAKTI
5874,02-Feb-2023,Property of Wakf Board,Nayab Singh,MINORITY AFFAIRS
5875,02-Feb-2023,Encroachment along NHs,"Dipsinh Shankarsinh Rathod
Mohanbhai Kalyanji Kundariya",ROAD TRANSPORT AND HIGHWAYS
5876,02-Feb-2023,Power Transformers in Bihar,Chandeshwar Prasad,POWER
5877,02-Feb-2023,Construction of Flyovers/Bypasses,Supriya Sadanand Sule,ROAD TRANSPORT AND HIGHWAYS
5878,02-Feb-2023,Increase in Air fare,Abdul Majeed Ariff,CIVIL AVIATION
5879,02-Feb-2023,Allocation of Funds from CRIF,"Maddila Gurumoorthy
Geetha Viswanath Vanga",ROAD TRANSPORT AND HIGHWAYS
5880,02-Feb-2023,Migration of People to Urban Areas,Vivek Narayan Shejwalkar,HOUSING AND URBAN AFFAIRS
5881,02-Feb-2023,Discharge of Sewage into Rivers,D.K. Suresh,JAL SHAKTI
5882,02-Feb-2023,Setting up of Aviation Centres in Haryana,Sanjay Bhatia,CIVIL AVIATION
5883,02-Feb-2023,Implementation of HRIDAY,Rajeshbhai Naranbhai Chudasama,HOUSING AND URBAN AFFAIRS
5884,02-Feb-2023,Route under UDAN Scheme,Chandra Sekhar Sahu,CIVIL AVIATION
5885,02-Feb-2023,Setting up of Hydel Projects,Vellalath Kochukrishnan Nair. Sreekandan,POWER
5886,02-Feb-2023,Widening of Roads in Mumbai,Gopal Chinayya Shetty,ROAD TRANSPORT AND HIGHWAYS
5887,02-Feb-2023,Facility at Gondia Airport,Ashok Mahadeorao Nete,CIVIL AVIATION
5888,02-Feb-2023,Cases of Theft of Power,Jagdambika Pal,POWER
5889,02-Feb-2023,Pathetic Condition of NH-75,Prajwal Revanna,ROAD TRANSPORT AND HIGHWAYS
5890,02-Feb-2023,Setting up of Solar Cities,"Vijay Baghel
Arun Sao
S.R. Parthiban",NEW AND RENEWABLE ENERGY
5891,02-Feb-2023,Minority Status to Communities,Rajashree Mallick,MINORITY AFFAIRS
5892,02-Feb-2023,Impact of Pandemic on MSMEs,Chinta Anuradha,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5893,02-Feb-2023,Implementation of HRIDAY,Rajeshbhai Naranbhai Chudasama,ROAD TRANSPORT AND HIGHWAYS
5894,02-Feb-2023,Salary to Employees,Vishnu Dayal Ram,JAL SHAKTI
5895,02-Feb-2023,Recarpeting of Airport,M. K. Raghavan,CIVIL AVIATION
5896,02-Feb-2023,Drinking Water in Mining Areas,Mahesh Sahoo,JAL SHAKTI
5897,02-Feb-2023,Airports in the Country,"Sanjeev Kumar Singari
Margani Bharat
Chandra Sekhar Bellana
Adala Prabhakara Reddy
Kuruva Gorantla Madhav",CIVIL AVIATION
5898,02-Feb-2023,Improvement in Generation and Distribution of Power,Pushpendra Singh Chandel,POWER
5899,02-Feb-2023,Profit of Oil Companies,Manickam Tagore B,PETROLEUM AND NATURAL GAS
5900,02-Feb-2023,Cheap Air Journeys,Bheemrao Baswanthrao Patil,CIVIL AVIATION
5901,02-Feb-2023,Purnea Airport,Dulal Chandra Goswami,CIVIL AVIATION
5902,02-Feb-2023,Features of AMRUT 2.0,Jaskaur Meena,HOUSING AND URBAN AFFAIRS
5903,02-Feb-2023,National Highways in Uttar Pradesh,Malook Nagar,ROAD TRANSPORT AND HIGHWAYS
5904,02-Feb-2023,Appointments in DGCA,Deepak Baij,CIVIL AVIATION
5905,02-Feb-2023,Residential Coaching Institutes for Minority Students,P. Ravindhranath,MINORITY AFFAIRS
5906,02-Feb-2023,Projects under SFURTI,Srinivas Kesineni,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5907,02-Feb-2023,Airstrips in Madhya Pradesh,Dhal Singh Bisen,CIVIL AVIATION
5908,02-Feb-2023,Women-led MSMEs in Rajasthan,Rajyavardhan Singh Rathore,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5909,02-Feb-2023,NH Projects in Odisha,Chandrani Murmu,ROAD TRANSPORT AND HIGHWAYS
5910,02-Feb-2023,New Greenfield Airport,"Pinaki Misra
Bhartruhari Mahtab",CIVIL AVIATION
5911,02-Feb-2023,Education Loan Subsidy for Minority Students,Mala Roy,MINORITY AFFAIRS
5912,02-Feb-2023,Allocation of Haj Quota,Sougata Ray,MINORITY AFFAIRS
5913,02-Feb-2023,Production of Oil and Gas,"Nalin Kumar Kateel
D.K. Suresh",CIVIL AVIATION
5914,02-Feb-2023,Occurrence of Urban Floods,Jagannath Sarkar,HOUSING AND URBAN AFFAIRS
5915,02-Feb-2023,Remediation of Landfills under SBM-U 2.0,Satyadev Pachauri,HOUSING AND URBAN AFFAIRS
5916,02-Feb-2023,GST on Petroleum Products,Karti P. Chidambaram,PETROLEUM AND NATURAL GAS
5917,02-Feb-2023,Airlines facing Financial Crisis,Ramcharan Bohra,CIVIL AVIATION
5918,02-Feb-2023,ASPIRE in Andhra Pradesh,"Beesetti Venkata Satyavathi
Kuruva Gorantla Madhav
Sanjeev Kumar Singari","MICRO,SMALL AND MEDIUM ENTERPRISES"
5919,02-Feb-2023,Land Conversion Fee,Arvind Kumar Sharma,HOUSING AND URBAN AFFAIRS
5920,02-Feb-2023,Saubhagya Yojana,Hanuman Beniwal,POWER
5921,02-Feb-2023,Petrol Pumps in Various States,Naba (Hira) Kumar Sarania,PETROLEUM AND NATURAL GAS
5922,02-Feb-2023,Irrigation System in Chhattisgarh,Chunni Lal Sahu,JAL SHAKTI
5923,02-Feb-2023,National Aviation University,T. R. Paarivendhar,NEW AND RENEWABLE ENERGY
5924,02-Feb-2023,Construction of New Airports,D. M. Kathir Anand,CIVIL AVIATION
5925,02-Feb-2023,Sanitation Facilities in Kuttanad Region,Suresh Kodikunnil,JAL SHAKTI
5926,02-Feb-2023,Housing for All,Andimuthu Raja,HOUSING AND URBAN AFFAIRS
5927,02-Feb-2023,Implementation of PMAY,Thalikkottai Rajuthevar Baalu,HOUSING AND URBAN AFFAIRS
5928,02-Feb-2023,Toll Collection,Deepak (Dev) Adhikari,ROAD TRANSPORT AND HIGHWAYS
5929,02-Feb-2023,Elevated Roads on NH-48,Arjunlal Meena,ROAD TRANSPORT AND HIGHWAYS
5930,02-Feb-2023,LPG Connections under PMUY,Ritesh Pandey,PETROLEUM AND NATURAL GAS
5931,02-Feb-2023,Loss Incurred by various NH/SH/Express Highways,Kotha Prabhakar Reddy,ROAD TRANSPORT AND HIGHWAYS
5932,02-Feb-2023,MSME Udyam,Dibyendu Adhikari,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5933,02-Feb-2023,Discontinuation of MANF Scheme for Minority Students,"K. Muraleedharan
Abdul Khaleque
Kunwar Danish Ali",MINORITY AFFAIRS
5934,02-Feb-2023,Objectives of Schemes,Basanta Kumar Panda,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5935,02-Feb-2023,MSME Schemes in Maharashtra,Sunil Baburao Mendhe,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5936,02-Feb-2023,Landing of Aeroplanes at Ranchi Airport,Sanjay Seth,CIVIL AVIATION
5937,02-Feb-2023,Bio-Gas Plants,Kuldeep Rai Sharma,NEW AND RENEWABLE ENERGY
5938,02-Feb-2023,Data of MSMEs in Karnataka,"Prathap Simha
Sanganna Amarappa Karadi
L.S. Tejasvi Surya","MICRO,SMALL AND MEDIUM ENTERPRISES"
5939,02-Feb-2023,Construction of Underpass,Kumbakudi Sudhakaran,ROAD TRANSPORT AND HIGHWAYS
5940,02-Feb-2023,Contamination of Water,Hasnain Masoodi,JAL SHAKTI
5941,02-Feb-2023,Setting up of Solar Plants,"Mala Rajya Laxmi Shah
Pushpendra Singh Chandel",NEW AND RENEWABLE ENERGY
5942,02-Feb-2023,Promotion of Solar Energy,"Pradyut Bordoloi
Vincent H Pala",NEW AND RENEWABLE ENERGY
5943,02-Feb-2023,Discontinuation of MANF Scheme for Minority Students,"K. Muraleedharan
Abdul Khaleque
Kunwar Danish Ali",MINORITY AFFAIRS
5944,02-Feb-2023,Condition of Roads,"Subhash Ramrao Bhamre
Kuldeep Rai Sharma
Sunil Dattatray Tatkare
Amol Ramsing Kolhe
Supriya Sadanand Sule",ROAD TRANSPORT AND HIGHWAYS
5945,02-Feb-2023,Review of Har Ghar Nal Se Jal Yojana,Jai Prakash,JAL SHAKTI
5946,02-Feb-2023,Health Hazards due to Water Contaminants,"Manoj Rajoria
Sumedhanand Saraswati
Ranjeeta Koli",JAL SHAKTI
5947,02-Feb-2023,Drone Licence,"Sambhajirao Mane Dhairyasheel
K. Muraleedharan
Sudheer Gupta
Bidyut Baran Mahato
Shrirang Appa Barne
Prataprao Jadhav
Vincent H Pala
Sanjay Sadashivrao Mandlik",CIVIL AVIATION
5948,02-Feb-2023,Targets under JJM,"Midhun Reddy
Nihal Chand Chauhan",JAL SHAKTI
5949,02-Feb-2023,Schemes for MSME Sector,Raju Bista,"MICRO,SMALL AND MEDIUM ENTERPRISES"
5950,02-Feb-2023,Smart City Advisory Forum,"Pocha Brahmananda Reddy
Maddila Gurumoorthy",HOUSING AND URBAN AFFAIRS
5951,02-Feb-2023,Land Pooling Policy,Janardan Singh Sigriwal,HOUSING AND URBAN AFFAIRS
5952,02-Feb-2023,Lights in Home and Street through Solar System,T.N. Prathapan,MINORITY AFFAIRS
5953,02-Feb-2023,Smart City Infrastructure,"Manne Srinivas Reddy
Komati Reddy Venkat Reddy",HOUSING AND URBAN AFFAIRS
5954,02-Feb-2023,Compensation to Road Accident Victims,"A. Ganeshamurthi
Andimuthu Raja",ROAD TRANSPORT AND HIGHWAYS
5955,02-Feb-2023,Maintenance and Repair of NHs,Alok Kumar Suman,ROAD TRANSPORT AND HIGHWAYS
5956,02-Feb-2023,Pace of Road Construction,Queen Oja,ROAD TRANSPORT AND HIGHWAYS
5957,02-Feb-2023,Houses under PMAY-U,S.R. Parthiban,HOUSING AND URBAN AFFAIRS
5958,02-Feb-2023,Routes under Krishi-UDAN Scheme,Reddeppa Nallakonda Gari,CIVIL AVIATION
5959,02-Feb-2023,Violation of Guidelines under AMRUT 2.0,Hibi Eden,HOUSING AND URBAN AFFAIRS
5960,02-Feb-2023,MSME Act,"Rita Bahuguna Joshi
Krishna Pal Singh Yadav
Shrikant Eknath Shinde
Sujay Radhakrishna Vikhepatil
Heena Vijaykumar Gavit
Unmesh Bhaiyyasaheb Patil","MICRO,SMALL AND MEDIUM ENTERPRISES"
5961,02-Feb-2023,Tap Connections under Har Ghar Nal Se Jal Yojana,Jaswantsinh Sumanbhai Bhabhor,JAL SHAKTI
5962,02-Feb-2023,Fellowship Scheme,T.N. Prathapan,MINORITY AFFAIRS
5963,02-Feb-2023,Basic Customs Duty on Imported Solar Modules,Dushyant Singh,NEW AND RENEWABLE ENERGY
5964,02-Feb-2023,Functioning of PSUs,Lavu Sri Krishna Devarayalu,PETROLEUM AND NATURAL GAS
5965,02-Feb-2023,Accidents due to Neglected Drains,"Su Thirunavukkarasar
Ravneet Singh",HOUSING AND URBAN AFFAIRS
5966,02-Feb-2023,Digi Yatra Policy,"Manjulata Mandal
Subhash Ramrao Bhamre
DNV Senthilkumar. S.
Kuldeep Rai Sharma
C.N. Annadurai
Sunil Dattatray Tatkare
Dhanush M Kumar
Amol Ramsing Kolhe
Supriya Sadanand Sule
M. K. Raghavan",CIVIL AVIATION
5967,02-Feb-2023,Pradhan Mantri Awas Yojana,"Raksha Nikhil Khadse
Manoj Kishorbhai Kotak",HOUSING AND URBAN AFFAIRS
5968,02-Feb-2023,Disinvestment of Airports,Anurag Sharma,CIVIL AVIATION
5969,02-Feb-2023,Ground Water Level,"Krupal Balaji Tumane
Bhavana Gawali (Patil)",JAL SHAKTI
5970,02-Feb-2023,Loan facility to MSMEs,"Mitesh Rameshbhai (Bakabhai) Patel
Shardaben Anilbhai Patel","MICRO,SMALL AND MEDIUM ENTERPRISES"
5971,02-Feb-2023,Partnership of AAI with CIDC,Shankar Lalwani,CIVIL AVIATION
5972,02-Feb-2023,Sale of Coir Products,"Sangeeta Kumari Singh Deo
Jayanta Kumar Roy","MICRO,SMALL AND MEDIUM ENTERPRISES"
5973,02-Feb-2023,Role of Water Sector,"Pritam Gopinath Munde
Rahul Ramesh Shewale
Girish Bhalchandra Bapat
Chandra Sekhar Sahu",JAL SHAKTI
5974,02-Feb-2023,Restoration of Rivers,Dr. T. Sumathy (a) Thamizhachi Thangapandian,JAL SHAKTI
5975,02-Feb-2023,Industries in Madhya Pradesh,"Rodmal Nagar
Gajendra Singh Patel","MICRO,SMALL AND MEDIUM ENTERPRISES"
5976,02-Feb-2023,Improvement of Flying Training Institutes,"Saikia Dilip
Sudhakar Tukaram Shrangre
Mohan Mandavi
Vijay Baghel
Arun Sao
Ranjeetsingh Naik Nimbalkar",CIVIL AVIATION
5977,02-Feb-2023,Namma Metro Project,P. C. Mohan,HOUSING AND URBAN AFFAIRS
5978,02-Feb-2023,Harmful Gas Emission,Ranjanben Dhananjay Bhatt,PETROLEUM AND NATURAL GAS
5979,02-Feb-2023,Financial Assistance,Ramesh Chandra Majhi,HOUSING AND URBAN AFFAIRS
5980,02-Feb-2023,Welfare Schemes for Development of Minority Communities,Sumalatha Ambareesh,MINORITY AFFAIRS
5981,02-Feb-2023,Completion of Houses under PMAY-U,"Chandra Sekhar Bellana
Pocha Brahmananda Reddy",HOUSING AND URBAN AFFAIRS
5982,02-Feb-2023,Bharatmala Pariyojana in Assam,Kripanath Mallah,ROAD TRANSPORT AND HIGHWAYS
5983,02-Feb-2023,Role of Water Sector,"Pritam Gopinath Munde
Rahul Ramesh Shewale
Girish Bhalchandra Bapat
Chandra Sekhar Sahu",JAL SHAKTI
5984,02-Feb-2023,Solar Parks Sanctioned in Andhra Pradesh,"Balashowry Vallabbhaneni
Magunta Sreenivasulu Reddy",NEW AND RENEWABLE ENERGY
5985,02-Feb-2023,Restoration of Tanks in Andhra Pradesh,Margani Bharat,JAL SHAKTI
5986,02-Feb-2023,Pace of Work of Smart Cities,"Raghu Ramakrishna Raju Kanumuru
Gajanan Chandrakant Kirtikar",HOUSING AND URBAN AFFAIRS
5987,02-Feb-2023,NH Projects in Andhra Pradesh,Y. S. Avinash Reddy,ROAD TRANSPORT AND HIGHWAYS
5988,02-Feb-2023,Production and Usage of Renewable Sources of Energy,"Sanjay Sadashivrao Mandlik
Sambhajirao Mane Dhairyasheel
Shrirang Appa Barne
Sudheer Gupta
Bidyut Baran Mahato
Prataprao Jadhav",POWER
5989,02-Feb-2023,Manufacturing of Solar Modules,"Raja Amareshwara Naik
Vinod Kumar Sonkar
Rajveer (Raju Bhaiya) Singh",NEW AND RENEWABLE ENERGY
5990,02-Feb-2023,National Highway Projects,Dean Kuriakose,ROAD TRANSPORT AND HIGHWAYS
5991,02-Feb-2023,Hydro Power Projects,"Vinod Kumar Sonkar
Sukanta Majumdar
Bhola Singh
Rajveer (Raju Bhaiya) Singh",POWER
